Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
11.27,54.72,20.23,-63.55,-32.07,79.61,83.03,56.26,3.24,6.93,-122.25,-32.96,-125.07,-27.81,24.46,-20.32,-2.75,-1.57,114.06,16.42,-42.01
5.26,37.65,15.93,-26.34,-55.89,28.16,28.64,70.68,15.61,33.52,-90.86,-15.03,-102.54,-10.4,33.88,-13.19,-5.66,10.73,35.9,20.71,-16.91
1.33,17.35,24.52,20.62,-105.53,-15.98,-19.7,78.68,26.93,52.36,-41.59,-1.2,-82.38,-0.88,35.55,-20.63,4.81,19.93,-42.91,26.75,21.31
4.06,0.67,32.09,38.36,-144.84,-52.08,-63.09,68.6,38.49,66.9,-5.18,16.56,-62.13,16.39,44.52,-11.25,19.41,29.29,-115.05,25.72,51.73
9.3,-9.67,40.79,24.3,-136.25,-50.91,-70.75,26.09,48.33,69.26,-1.74,20.17,-56.52,24.98,49.25,-11.38,37.16,32.64,-133.44,33.68,55.64
11.2,-12.45,36.67,9.25,-119.61,-13.67,-38.17,-2.63,49.62,55.72,-14.99,14.41,-66.85,18.89,46.45,-16.59,48.17,24.66,-103.55,38.76,35.24
11.72,1.47,26.23,-8.56,-96.72,40.05,16.26,-17.35,39.8,30.93,-38.22,-7.52,-94.08,4.26,34.88,-28.11,49.08,12.82,-25.05,39.72,8.62
9.91,21.07,10.97,-10.65,-87.9,79.72,64.65,-6.43,21.05,5.5,-74.39,-33.91,-103.91,-6.4,24.16,-36.34,41.89,4.36,53.79,38.04,-15.13
-0.39,29.34,1.35,-15.96,-65.09,110.89,104.48,18.77,0.25,-18.03,-81.21,-46.21,-107.64,-28.99,10.18,-39.75,23.13,-8.05,119.53,24.67,-31.72
-5.56,34.16,-12.9,-29.43,-36.54,110.38,110.06,32.42,-6.18,-21.25,-72.57,-39.03,-110.76,-39.76,5.93,-37.68,4.76,-11.13,140.73,14.88,-30.58
-3.77,35.53,-6.78,-24.0,-43.37,70.77,77.66,57.02,-4.3,-8.36,-71.98,-27.6,-99.52,-29.49,14.97,-21.77,-9.6,-4.24,111.87,14.5,-27.19
-3.36,28.02,15.69,-1.34,-75.8,17.61,24.18,74.07,5.28,16.95,-49.35,-12.82,-89.42,-11.58,24.25,-14.53,-14.04,9.24,34.6,15.5,6.12
-1.1,22.6,29.75,5.0,-109.92,-21.98,-20.92,65.67,18.13,39.68,-25.97,5.39,-82.49,4.87,36.6,-11.04,-4.5,23.63,-39.33,24.19,40.91
6.81,12.24,44.12,15.12,-139.26,-53.56,-59.33,41.12,36.76,61.61,-22.8,13.06,-62.63,28.35,47.13,-11.66,10.16,38.13,-107.48,37.42,64.48
11.94,0.27,51.68,19.72,-156.94,-51.81,-63.59,35.92,47.97,68.29,-23.65,8.7,-59.27,32.68,49.12,-12.28,28.63,39.09,-127.77,42.29,58.47
17.24,-6.75,59.1,6.25,-145.45,-18.95,-36.52,13.98,50.93,59.63,-17.96,4.95,-76.11,19.43,41.63,-18.75,43.3,28.05,-102.1,41.37,36.11
13.05,-4.28,45.22,1.14,-117.35,29.34,14.3,11.27,36.41,36.29,-40.59,-14.29,-100.37,1.96,32.92,-25.48,44.33,12.0,-26.15,43.98,6.26
-2.82,-2.3,28.79,-12.32,-104.91,68.48,58.41,19.89,19.82,18.73,-59.19,-25.33,-114.26,-10.73,30.3,-26.8,35.7,0.82,50.75,35.25,-9.28
-10.42,6.39,14.39,-30.69,-70.2,107.03,99.25,29.53,8.21,3.6,-80.62,-43.83,-131.88,-24.32,21.36,-32.12,28.49,-6.6,120.8,29.4,-38.49
-6.26,18.35,-2.27,-50.71,-66.5,112.49,105.83,42.73,2.02,-0.22,-78.13,-47.0,-133.11,-26.43,21.53,-29.5,16.24,-4.61,142.67,16.56,-33.6
6.94,33.95,-13.28,-55.41,-66.53,76.67,71.11,41.72,4.35,10.51,-44.16,-40.89,-116.39,-17.02,22.29,-33.14,5.13,6.14,111.26,10.23,-14.2
9.92,33.18,0.16,-45.55,-80.79,19.87,16.5,44.61,13.2,28.6,-12.41,-20.77,-97.81,2.97,31.24,-26.33,1.78,21.81,34.29,8.32,17.67
4.41,18.47,1.03,-31.35,-107.66,-22.57,-26.02,73.63,19.57,44.44,-26.0,7.53,-70.45,26.16,47.26,-2.1,4.6,35.74,-32.81,12.67,23.62
4.58,4.33,24.44,-15.77,-135.95,-56.48,-62.75,61.92,36.14,65.46,-46.14,27.29,-48.61,48.75,57.25,3.08,18.72,50.56,-102.66,20.98,44.08
9.53,-2.62,40.01,-9.74,-136.08,-55.88,-67.19,33.59,49.01,73.39,-50.09,21.29,-50.78,52.87,54.11,-11.76,37.44,53.99,-120.63,32.09,47.05
11.82,-3.39,38.52,-20.31,-123.44,-20.56,-36.68,13.21,52.45,69.58,-52.06,1.96,-60.94,40.29,44.84,-22.81,48.75,45.6,-92.08,33.08,32.95
11.85,4.72,28.85,-36.69,-93.02,29.78,10.43,-13.88,44.26,52.62,-52.46,-24.58,-80.41,18.81,29.57,-36.54,48.87,30.43,-16.87,31.15,13.46
9.25,16.01,9.87,-47.61,-80.91,66.0,51.15,-14.48,27.54,32.04,-42.22,-36.54,-97.63,-3.14,20.73,-43.46,38.75,16.12,58.33,27.07,-7.68
6.76,28.61,-3.26,-52.22,-65.35,101.43,90.27,-6.21,9.44,9.04,-60.72,-47.46,-113.77,-18.14,11.74,-48.59,25.28,6.96,128.63,24.49,-27.25
3.31,39.18,-12.21,-55.16,-55.24,101.37,98.17,14.5,2.17,0.31,-64.58,-46.42,-123.1,-23.7,8.36,-44.03,7.97,6.63,147.53,21.23,-25.73
3.0,40.23,-7.46,-50.17,-70.15,66.19,67.01,55.97,4.5,5.97,-55.55,-32.42,-124.97,-19.96,15.44,-29.36,-5.43,12.74,122.83,18.68,-17.5
0.84,25.68,5.26,-36.25,-111.12,17.16,14.95,88.73,15.4,28.17,-36.03,-10.0,-107.22,-3.57,27.64,-12.91,-10.28,24.77,48.62,12.43,17.81
-0.63,9.05,15.08,-16.83,-114.42,-19.61,-26.68,103.07,27.61,45.38,-25.5,1.46,-90.44,12.74,36.07,-5.33,-2.91,36.14,-22.65,10.12,27.27
1.91,-1.92,30.21,-5.04,-122.96,-52.17,-63.5,83.39,43.84,60.93,-13.55,13.35,-71.12,30.72,43.58,-9.49,12.81,48.62,-93.44,15.92,47.9
8.53,-10.01,33.46,-5.21,-132.73,-48.96,-67.16,56.7,48.58,66.65,-14.75,14.74,-65.86,41.86,48.03,-10.32,29.71,53.04,-109.22,24.61,38.47
11.7,-12.39,27.33,-3.52,-129.18,-12.22,-34.41,21.77,42.75,64.14,-12.23,8.71,-84.62,29.54,44.06,-15.92,43.2,46.61,-79.65,29.35,14.75
9.59,-4.42,11.67,0.3,-112.67,36.91,19.42,25.94,29.25,44.19,-41.23,-15.04,-102.2,6.85,30.46,-24.12,42.58,31.62,-1.0,30.27,-18.0
10.03,12.18,5.17,-15.11,-84.55,75.92,65.26,12.44,20.51,23.46,-81.29,-39.43,-115.39,-6.65,21.12,-28.57,37.18,21.6,76.06,33.81,-43.26
5.49,7.82,-7.73,-44.09,-56.49,112.57,103.82,12.17,4.89,4.61,-106.88,-48.58,-130.86,-17.83,13.69,-24.13,28.68,13.58,146.07,25.14,-42.74
3.99,-1.87,-8.66,-46.48,-82.23,113.9,114.27,46.15,-0.3,-2.15,-92.94,-38.56,-136.39,-29.92,7.57,-16.88,16.24,12.14,165.36,22.46,-45.92
9.43,13.84,-10.08,-36.67,-92.12,79.63,86.05,30.0,14.23,13.76,-92.63,-41.28,-121.4,-15.33,10.85,-36.0,12.44,23.49,137.93,31.22,-18.06
13.28,17.28,-2.61,-31.6,-137.06,27.41,31.45,26.13,27.03,43.05,-44.72,-19.11,-99.67,-1.69,16.64,-42.14,13.64,37.6,58.96,33.19,33.43
9.8,0.5,1.21,-25.57,-153.29,-15.46,-11.74,63.63,29.32,53.74,-25.65,7.82,-80.99,14.9,32.06,-13.92,15.32,48.51,-11.1,27.55,33.55
6.72,-11.11,13.88,-14.7,-145.82,-51.08,-50.59,53.83,40.38,64.17,-11.08,20.75,-60.75,33.65,42.71,-7.89,26.85,59.66,-82.14,24.67,46.92
9.12,-12.7,27.26,-12.18,-135.66,-51.48,-58.9,17.05,44.74,63.82,-6.14,18.39,-55.25,39.12,42.77,-18.09,40.06,60.9,-103.54,30.78,60.12
13.07,-11.66,26.33,-18.26,-119.51,-11.7,-26.98,-4.98,41.76,50.11,-16.54,6.19,-69.28,30.72,38.34,-23.36,48.14,52.66,-74.01,32.07,36.68
15.93,-5.45,16.53,-36.01,-102.67,40.94,25.64,-17.64,30.32,24.67,-35.96,-12.57,-87.15,10.46,28.96,-30.45,47.09,37.65,4.71,30.73,13.27
14.67,2.38,-0.04,-48.4,-85.14,80.12,70.96,-2.52,13.67,-1.7,-52.93,-30.54,-98.47,-8.62,22.17,-27.84,37.96,23.4,81.35,21.0,-12.36
10.69,12.32,-9.5,-52.82,-59.32,113.14,111.44,11.05,-2.5,-19.83,-69.81,-44.91,-119.3,-30.23,10.15,-34.03,25.37,11.96,149.77,17.28,-30.04
1.95,20.64,-9.55,-61.11,-43.87,114.86,122.63,26.11,-11.46,-18.45,-88.84,-45.74,-132.98,-36.11,7.95,-30.63,11.28,12.87,172.75,13.97,-26.37
0.96,22.38,-8.81,-60.97,-65.09,80.19,93.97,38.55,-9.25,-0.11,-90.89,-33.0,-116.46,-23.62,18.15,-20.32,0.2,22.94,144.01,12.52,-4.57
-4.41,8.11,-2.52,-39.96,-85.12,26.89,41.76,71.79,-0.13,22.03,-64.64,-15.17,-95.05,-9.16,28.19,-6.84,-2.92,35.01,65.1,12.75,14.08
1.18,-0.12,11.05,-19.75,-126.89,-11.29,-1.28,78.03,18.6,45.12,-38.44,-0.75,-87.41,0.84,36.23,0.8,5.09,45.25,-7.63,16.77,33.71
7.12,-13.19,25.91,-12.52,-145.9,-41.47,-39.31,65.03,33.91,65.06,-20.87,15.35,-79.52,16.93,46.18,4.5,14.62,57.2,-78.2,23.32,55.47
-0.82,-27.07,27.53,-9.24,-137.11,-38.22,-43.59,63.31,29.82,58.27,-20.66,24.43,-78.89,22.59,52.75,16.67,22.83,57.67,-92.41,27.48,44.05
0.94,-28.68,25.62,-20.89,-123.68,2.96,-11.06,22.09,28.1,45.08,-25.33,15.91,-87.24,14.86,47.79,9.95,34.8,50.14,-59.32,33.67,24.11
13.81,-12.33,21.39,-37.94,-103.5,55.71,39.81,-24.16,25.9,32.93,-44.7,-14.51,-100.81,-1.12,32.99,-21.81,38.61,35.82,14.54,36.12,13.05
16.66,0.52,7.91,-56.07,-95.43,91.78,83.0,-12.23,15.52,14.91,-70.59,-31.5,-121.33,-15.74,27.74,-19.44,32.06,22.65,87.9,25.39,-2.72
16.47,23.14,2.01,-60.74,-71.4,126.49,125.36,7.05,1.78,-2.93,-94.01,-56.0,-141.34,-32.33,11.89,-26.26,19.21,13.55,156.67,25.64,-43.28
12.48,35.3,-2.68,-63.43,-62.04,131.56,137.75,28.08,-6.91,-6.91,-95.54,-61.26,-152.28,-39.37,3.43,-30.61,-0.02,12.7,176.5,23.06,-39.44
10.07,30.82,1.72,-55.28,-72.82,95.14,109.59,50.75,-6.39,3.47,-80.2,-47.56,-146.08,-32.92,7.51,-25.76,-8.7,21.21,147.35,15.72,-18.25
10.21,14.95,13.12,-34.11,-107.05,44.1,57.4,64.81,6.33,20.52,-49.91,-25.65,-124.51,-17.91,18.2,-16.35,-6.41,36.31,70.37,16.61,8.08
5.57,-0.06,19.49,-20.76,-124.8,6.11,10.46,71.29,20.14,36.3,-43.2,-12.34,-101.4,3.84,29.9,-3.78,2.7,52.31,-2.77,18.37,33.4
6.81,-14.2,30.8,-6.89,-142.94,-26.11,-28.71,60.56,36.81,52.2,-34.48,-2.91,-79.68,25.37,41.64,-1.03,16.44,66.26,-74.15,24.81,49.89
8.43,-27.19,28.97,-0.03,-159.82,-26.84,-37.13,54.87,41.19,54.65,-8.55,9.2,-72.32,22.21,43.36,0.93,29.13,65.31,-95.5,27.6,40.75
9.85,-26.26,21.59,-12.02,-145.97,11.83,-6.11,39.16,37.65,39.91,-27.42,0.37,-81.19,13.99,42.54,-0.05,39.21,59.11,-63.67,26.18,21.02
15.35,-12.37,14.45,-30.78,-112.5,67.07,46.89,-4.36,30.23,19.89,-68.92,-22.94,-98.79,3.77,36.36,-22.19,46.5,50.3,14.31,30.23,-1.82
17.61,-3.42,9.3,-46.71,-90.53,110.89,91.11,-25.89,15.82,6.23,-91.95,-44.76,-116.3,-9.8,22.99,-40.6,45.28,43.29,89.14,36.7,-18.39
10.88,2.84,4.86,-58.74,-87.99,144.62,128.84,-4.98,-4.16,-10.78,-98.67,-58.85,-135.07,-26.92,12.63,-39.01,38.69,32.52,157.13,31.43,-39.56
5.85,7.99,-6.57,-69.83,-72.0,142.66,137.02,22.75,-9.31,-12.67,-91.11,-58.53,-147.9,-34.77,10.31,-34.41,29.41,29.42,174.7,20.04,-43.14
6.21,15.56,-14.44,-75.11,-73.66,100.33,102.23,54.52,-3.89,1.45,-76.57,-44.66,-142.99,-27.36,15.91,-19.5,16.76,35.31,143.81,17.3,-31.3
4.42,11.67,-17.87,-50.9,-123.19,46.24,49.0,71.39,10.08,26.21,-54.11,-25.39,-113.15,-8.0,26.85,-8.66,14.13,48.87,67.04,18.96,7.0
1.27,0.68,-11.73,-30.14,-144.95,6.19,5.14,75.68,21.53,39.92,-31.28,-9.65,-90.59,9.6,35.77,-2.37,16.3,61.28,-5.89,19.63,33.4
9.46,-10.05,10.48,-21.78,-140.65,-30.81,-36.83,50.98,36.73,53.36,-10.04,3.96,-73.9,26.33,41.63,-2.36,29.38,70.41,-80.27,19.43,54.48
14.87,-20.63,21.64,-10.35,-135.3,-32.11,-45.21,40.27,38.57,48.58,-8.72,5.5,-70.28,30.47,43.54,-0.01,40.92,68.76,-100.51,21.96,48.33
18.69,-21.1,21.71,-14.68,-120.91,5.04,-16.48,14.3,32.9,32.12,-31.79,-2.14,-75.75,24.36,39.99,-7.61,48.41,60.58,-68.85,22.62,37.82
24.05,-14.35,25.01,-25.04,-96.74,56.21,36.08,1.05,20.34,10.98,-85.45,-26.8,-89.48,11.94,32.07,-19.57,45.31,47.18,9.94,26.69,10.99
23.14,-4.52,16.19,-38.95,-80.32,93.17,81.72,-1.68,8.13,-6.54,-103.42,-41.09,-113.86,-2.56,21.16,-23.66,37.85,36.58,83.62,27.91,-12.38
16.77,9.64,1.57,-55.12,-51.01,124.06,119.02,-3.04,-5.76,-22.31,-113.98,-59.99,-129.14,-13.86,9.44,-30.26,26.52,28.48,151.34,26.68,-28.99
8.78,23.25,-4.68,-64.58,-43.03,122.22,123.25,6.73,-15.0,-21.01,-72.68,-56.93,-138.09,-30.08,2.37,-31.17,9.31,23.55,168.08,19.22,-28.73
8.83,24.78,-3.19,-58.57,-69.32,82.63,90.78,38.49,-10.62,-2.46,-55.41,-44.04,-129.83,-26.79,10.94,-15.88,-2.84,29.17,136.63,14.05,-17.85
7.9,16.16,6.68,-44.01,-101.33,30.39,37.62,63.44,5.72,26.22,-50.72,-24.48,-112.83,-9.68,23.36,7.42,-3.4,42.96,60.1,13.97,3.9
6.88,4.27,14.83,-33.04,-122.52,-6.64,-5.01,77.53,21.78,43.93,-53.96,-6.31,-96.32,7.93,34.94,18.79,5.98,56.48,-12.6,18.38,24.65
4.02,-13.21,22.26,-25.93,-132.78,-37.62,-40.29,76.53,29.76,58.22,-41.37,11.28,-80.97,24.18,46.55,26.79,19.89,68.07,-80.9,19.84,46.08
-2.34,-25.92,28.09,-17.89,-140.15,-33.51,-43.19,45.58,31.55,62.59,-17.15,10.54,-74.28,28.05,47.47,20.69,35.1,73.16,-96.65,26.85,41.73
-8.77,-31.44,26.67,-19.65,-137.05,6.56,-8.82,15.68,26.31,50.54,-16.38,-8.05,-83.15,19.6,41.55,10.14,49.44,68.47,-62.08,31.58,28.14
-7.84,-20.83,14.33,-32.8,-110.35,56.95,41.85,-6.94,16.7,30.08,-46.52,-30.24,-98.3,5.16,32.35,-4.35,52.97,58.74,17.16,30.14,2.43
-1.07,-6.47,0.11,-47.55,-87.61,95.26,84.34,-10.7,7.73,13.14,-73.78,-45.68,-114.44,-9.7,23.2,-11.74,42.44,48.27,90.22,23.64,-20.31
4.1,5.75,-10.71,-62.02,-73.87,127.91,123.38,-1.77,-4.89,-4.1,-93.76,-59.48,-131.67,-26.91,9.81,-15.18,31.09,41.38,157.32,22.83,-39.41
5.94,13.72,-15.53,-66.85,-67.91,129.84,132.85,18.33,-11.98,-10.32,-94.42,-61.69,-140.99,-35.73,5.37,-15.39,17.56,42.03,175.58,20.46,-39.98
4.24,12.28,-11.55,-55.76,-76.51,90.41,98.09,45.06,-12.11,-0.02,-74.01,-49.75,-132.81,-31.44,12.65,-7.9,2.54,51.65,143.9,15.18,-24.15
1.0,2.26,4.22,-38.09,-95.7,39.79,44.98,71.24,-2.59,18.41,-54.49,-29.68,-115.21,-17.13,23.7,6.97,-1.96,66.49,66.64,13.05,-4.52
0.8,-9.65,15.71,-25.2,-115.76,-0.32,-1.2,82.75,11.38,36.94,-44.83,-9.91,-98.59,-2.21,34.69,19.51,3.22,77.54,-8.24,13.56,19.6
0.6,-25.88,22.15,-7.7,-140.78,-33.09,-39.62,71.57,23.9,55.37,-31.32,8.97,-79.91,13.51,43.77,20.38,15.1,86.87,-77.73,18.66,55.68
-0.18,-37.54,26.13,-2.59,-152.49,-29.79,-42.53,57.82,27.76,56.43,-23.05,13.02,-76.16,18.02,46.85,18.52,27.99,86.59,-94.67,23.43,55.67
3.23,-31.49,29.4,-12.33,-139.37,12.6,-5.04,19.66,26.15,44.32,-32.78,-7.25,-85.79,9.14,38.21,7.78,37.89,79.09,-61.29,31.69,36.74
4.48,-17.47,7.3,-27.77,-114.03,66.47,50.68,-4.34,13.23,21.84,-52.59,-31.49,-106.39,-6.32,28.05,-3.28,36.51,66.18,18.83,33.18,17.81
1.05,-4.89,-10.69,-47.61,-87.27,109.42,99.27,-2.27,0.38,1.44,-67.13,-49.07,-124.73,-23.55,21.17,-7.07,27.04,55.38,96.95,28.8,-17.6
0.94,11.62,-23.6,-66.28,-64.27,144.52,141.94,-0.01,-10.84,-14.28,-87.93,-66.36,-142.68,-36.59,11.0,-14.73,17.24,49.03,166.45,24.45,-39.64
-5.4,17.02,-27.67,-64.06,-77.77,145.97,153.35,21.64,-16.34,-15.08,-97.69,-66.1,-150.58,-38.83,10.65,-12.12,3.98,51.01,186.52,17.49,-35.33
-9.76,14.98,-0.89,-71.42,-83.68,107.92,119.84,56.63,-13.62,-2.9,-92.87,-54.42,-143.42,-30.81,18.79,-0.74,-8.43,57.95,154.78,11.64,-30.45
-11.27,5.44,21.45,-56.01,-99.81,57.0,67.3,90.95,-4.86,16.33,-73.05,-38.91,-126.26,-16.4,26.58,11.26,-11.21,68.75,75.42,13.53,-16.54
-11.79,-15.95,35.86,-30.25,-125.5,12.51,20.41,121.47,1.51,29.21,-53.34,-18.22,-112.89,-5.2,36.1,31.1,-9.1,77.25,-1.17,14.14,4.33
-2.85,-30.3,43.37,-22.18,-151.44,-24.33,-20.47,97.99,16.71,43.98,-28.18,2.46,-91.6,13.66,45.46,36.49,3.82,87.75,-74.31,22.06,32.88
9.45,-27.89,38.07,-25.08,-169.34,-16.98,-23.87,40.69,30.08,51.44,-27.34,-5.55,-81.54,30.46,48.43,16.59,25.65,94.3,-90.98,44.47,39.04
10.38,-25.01,43.71,-14.22,-168.23,25.73,10.49,4.28,25.72,40.14,-45.62,-27.37,-91.53,22.49,40.26,-2.03,38.68,87.15,-58.88,50.66,32.3
3.3,-14.34,36.64,-20.87,-134.05,78.36,59.01,-22.18,7.93,19.15,-61.47,-42.24,-112.88,1.0,28.44,-13.24,36.91,72.53,20.54,43.56,13.3
-3.55,-6.36,15.38,-33.73,-75.28,118.41,101.51,-20.1,-3.72,-7.97,-86.59,-59.66,-127.97,-12.27,18.24,-20.97,30.17,60.24,95.82,40.49,-21.3
-8.5,-2.23,-6.16,-58.71,-40.25,147.81,135.48,-5.85,-17.55,-26.36,-101.43,-66.26,-142.48,-24.88,9.36,-23.29,17.33,49.28,161.53,30.71,-28.41
-9.14,7.93,-27.1,-61.12,-41.69,151.0,143.71,24.51,-22.14,-27.88,-101.56,-63.95,-145.71,-28.45,6.28,-13.31,1.53,48.72,181.32,26.55,-49.32
-6.16,14.42,-33.78,-36.7,-66.72,124.62,108.79,44.28,-19.97,-11.73,-75.65,-56.87,-138.77,-24.1,9.37,-14.22,-14.48,54.99,146.59,19.28,-23.98
-13.93,2.73,-20.43,-15.92,-90.64,77.32,55.53,62.86,-13.42,9.11,-43.44,-35.39,-124.75,-9.24,25.22,-2.14,-22.49,66.78,69.23,18.4,5.41
-15.52,-4.21,11.67,-16.61,-101.07,30.67,9.88,61.25,0.89,30.22,-21.16,-26.03,-118.7,5.83,40.1,8.01,-20.13,77.93,-4.5,26.39,24.2
-9.29,-14.13,27.61,1.53,-123.35,-6.37,-25.49,50.77,19.91,49.57,-23.97,-14.77,-102.74,20.82,52.85,10.89,-8.9,88.43,-73.72,33.95,45.43
-3.77,-35.42,6.88,20.34,-134.09,-9.75,-30.71,72.24,26.43,53.88,-43.25,-8.55,-102.47,20.8,57.05,20.69,3.05,84.73,-90.59,35.62,56.79
-3.26,-45.46,6.74,10.28,-125.94,27.27,4.37,59.46,25.12,51.24,-70.62,-15.82,-105.91,10.25,55.28,20.48,13.96,72.17,-55.95,32.99,34.24
2.51,-35.07,2.02,-15.43,-106.72,77.35,55.36,2.57,20.79,40.82,-71.79,-32.7,-120.55,-8.72,44.74,4.56,16.32,57.34,22.09,35.64,8.89
7.27,-16.16,3.86,-35.24,-92.88,116.14,98.95,-25.24,11.99,23.82,-72.38,-51.93,-136.96,-28.09,32.3,-13.21,7.06,45.81,94.63,39.64,-8.62
11.43,12.32,-1.72,-51.24,-60.77,148.67,135.38,-34.37,1.29,3.11,-86.71,-79.84,-151.33,-44.61,17.79,-40.16,-1.66,35.61,157.61,49.47,-19.3
6.68,21.42,-19.56,-55.83,-52.93,149.32,142.25,2.1,-9.83,-6.66,-89.06,-81.45,-156.85,-51.59,15.64,-30.77,-12.57,34.15,175.67,41.3,-22.31
2.16,16.03,-26.76,-47.83,-68.15,112.03,109.09,39.25,-10.85,6.06,-75.41,-66.67,-144.97,-42.14,25.31,-12.95,-21.87,44.6,141.84,30.83,-9.32
-0.58,2.49,-10.72,-37.81,-81.82,56.6,55.43,55.81,-1.14,32.36,-53.35,-46.99,-122.92,-22.99,36.49,0.29,-23.99,60.25,62.95,30.47,8.58
-3.7,-18.3,-5.3,-27.75,-103.91,16.6,9.97,72.58,12.92,53.35,-32.09,-27.13,-103.72,-4.62,45.36,9.65,-12.06,73.48,-9.77,29.52,24.53
-8.65,-42.49,10.24,-7.41,-134.75,-14.9,-27.92,74.13,24.74,67.2,-18.36,-8.35,-86.96,14.72,55.74,18.38,1.17,85.27,-77.21,32.09,42.44
-16.9,-57.28,25.11,3.75,-146.98,-13.16,-30.8,61.05,23.93,64.3,-21.86,-8.8,-81.42,23.02,58.17,18.08,17.26,90.76,-90.93,43.23,39.87
-25.0,-56.09,18.73,-3.0,-142.87,26.51,3.8,29.02,18.04,51.85,-34.23,-21.23,-91.21,14.8,51.41,6.77,34.14,84.41,-56.2,48.46,42.48
-17.74,-36.27,0.78,-21.52,-117.02,74.94,53.33,-0.99,8.87,33.14,-53.74,-41.01,-110.42,-6.25,36.6,-6.83,37.07,68.73,21.16,44.49,31.81
1.08,-6.23,-13.86,-45.0,-74.83,108.96,93.13,-14.83,2.97,19.11,-72.37,-60.98,-130.4,-27.67,19.43,-19.57,28.68,52.27,90.78,40.44,9.3
13.85,7.46,-28.51,-63.58,-43.31,134.8,125.58,-8.71,-4.65,8.96,-83.1,-80.84,-147.44,-46.44,6.45,-25.61,14.28,38.52,154.27,37.0,-8.01
16.31,0.88,-25.43,-68.89,-41.9,131.92,131.14,15.63,-6.87,7.83,-83.33,-82.93,-151.61,-51.46,4.46,-23.52,-0.04,37.73,170.11,32.51,-11.77
11.05,0.58,-27.53,-64.71,-90.35,96.28,100.87,47.53,-7.12,17.64,-68.73,-65.31,-138.78,-37.33,18.29,-9.25,-8.91,51.96,139.43,32.53,2.83
-2.27,-9.46,-22.7,-40.95,-127.99,46.31,51.56,89.9,-9.62,28.57,-46.61,-40.77,-120.57,-16.74,34.87,13.63,-7.89,69.13,64.64,28.74,18.22
-9.48,-23.56,-13.7,-16.54,-133.83,3.24,6.02,110.09,-4.21,39.63,-27.72,-26.7,-106.26,-2.31,45.7,23.21,-0.82,78.6,-8.28,24.88,42.02
-6.6,-33.38,11.34,0.23,-139.44,-32.19,-33.03,95.15,13.96,56.09,-12.84,-16.21,-93.58,12.24,53.06,18.4,9.23,86.17,-77.87,34.59,55.64
1.93,-39.92,19.08,-19.96,-135.46,-31.91,-40.94,54.05,27.44,63.59,-7.99,-7.54,-86.54,15.78,56.38,13.81,20.88,83.07,-95.0,40.35,68.31
8.35,-34.24,19.27,-44.34,-122.53,8.06,-7.36,15.62,31.19,56.51,-28.34,-16.67,-89.48,8.28,54.32,5.94,31.5,73.25,-60.84,43.25,48.43
8.5,-20.5,11.17,-62.72,-101.57,55.71,43.3,6.08,17.27,34.26,-52.27,-30.53,-109.38,-7.37,47.48,-1.61,31.23,57.54,20.25,36.09,17.44
6.41,-5.47,0.18,-56.33,-71.27,90.12,87.34,-9.37,1.96,14.86,-55.4,-52.3,-125.75,-26.74,32.89,-23.05,23.06,43.77,93.78,35.8,-5.28
-2.5,4.42,-14.64,-61.39,-47.86,122.11,124.52,7.27,-14.14,-3.66,-89.24,-70.84,-144.47,-37.81,28.61,-27.71,15.23,36.21,161.25,32.68,-18.81
-14.1,7.02,-26.66,-66.81,-44.19,135.2,130.76,39.9,-24.21,-11.54,-114.4,-69.09,-151.98,-41.51,33.63,-8.64,2.17,36.31,182.32,23.92,-18.71
-12.95,8.16,-27.58,-57.96,-58.29,104.71,94.45,53.73,-19.59,0.91,-94.17,-61.01,-129.5,-32.21,35.39,-2.05,-7.79,44.01,146.6,20.27,-4.95
-9.56,4.6,-5.88,-48.58,-75.33,45.13,41.36,56.07,-5.15,16.12,-40.31,-47.9,-98.94,-15.06,40.66,-4.09,-5.7,58.31,66.02,26.11,2.2
-6.09,-11.13,10.54,-42.36,-107.3,6.26,-0.22,64.64,10.78,28.91,-28.38,-33.11,-78.7,4.04,49.02,2.27,5.45,73.3,-6.42,30.65,27.35
-6.35,-28.82,21.01,-27.5,-141.83,-26.44,-34.16,53.65,23.4,47.58,-13.21,-10.4,-63.64,17.18,57.83,11.72,18.98,85.29,-75.93,31.27,60.95
4.02,-28.95,22.66,-19.06,-145.05,-22.5,-36.51,15.13,33.61,56.97,-12.55,-17.95,-58.91,21.19,56.15,-5.12,40.63,90.48,-91.41,48.75,47.93
9.75,-27.92,-25.65,-31.34,-119.59,20.15,-0.22,-5.63,29.72,51.98,-23.31,-31.31,-68.63,15.8,53.3,-8.99,53.28,86.96,-55.31,50.24,26.22
5.99,-25.62,-46.97,-61.11,-73.97,74.56,53.42,-19.45,16.29,39.41,-41.42,-46.84,-89.42,-2.33,42.97,-15.58,46.65,74.78,24.68,38.94,4.22
-5.16,-17.09,-51.2,-74.24,-45.09,111.32,92.83,-26.07,3.82,25.05,-63.34,-58.29,-111.95,-18.6,39.12,-21.25,35.28,61.99,97.79,28.3,-4.09
